source,name,address,city,country,category,cuisine,price,phone,url,year,description,latitude,longitude,captured_at,kakao_id,kakao_url,korean_query,name_ko,address_ko,description_en,description_ko
blueribbon,청진옥,서울특별시 종로구 종로3길 32,Seoul,South Korea,RIBBON_TWO,,,02-735-1690 ,,2026,,37.571716,126.979423,2026-02-17T22:29:33.775718+00:00,,,,청진옥,서울특별시 종로구 종로3길 32,"A true Seoul institution, Cheongjinok (청진옥) is a legendary Haejangguk (해장국) spot with nearly 90 years of history, recognized as a Seoul Future Heritage. This bustling eatery, often the first place locals think of for a restorative broth in Gwanghwamun, offers a comforting and clean soup experience. The atmosphere buzzes with a mix of solo diners and groups, reflecting its enduring popularity among locals and celebrities alike.","청진옥은 약 90년의 역사를 자랑하는 서울의 전설적인 해장국 맛집으로, 서울미래유산으로 지정된 곳입니다. 광화문에서 해장국 하면 가장 먼저 떠오르는 이곳은 편안하고 깔끔한 국물 맛으로 많은 사랑을 받고 있습니다. 혼밥족부터 단체 손님까지, 오랜 세월 동안 현지인과 유명 인사 모두에게 사랑받는 이곳의 활기찬 분위기를 느껴보세요."
blueribbon,대성집,서울특별시 종로구 사직로 5,Seoul,South Korea,RIBBON_TWO,,,02-735-4259 ,,2026,,37.57269,126.960904,2026-02-17T22:29:33.775718+00:00,,,,대성집,서울특별시 종로구 사직로 5,"Daesungjip is a legendary spot near Seongsu Station, famous for its signature dish, Beoseot Jumulleok (버섯주물럭). This unique stir-fry features tender, marinated chicken thigh from Chuncheon, combined with generous amounts of oyster mushrooms and a special sauce made with sun-dried chili peppers from Chochong. Unlike typical dakgalbi, the sauce is rich and deeply flavorful, with no added water, creating a sticky, addictive taste. The generous portions and the accompanying Pajeon (파전) and Muk-sabal (묵사발) make it a fantastic value, perfect for both lunch and lively dinners.","대성집은 성수역 근처의 전설적인 맛집으로, 시그니처 메뉴인 버섯주물럭으로 유명합니다. 이 독특한 볶음 요리는 춘천에서 공수한 부드러운 닭다리살을 굴버섯과 함께 특제 소스에 재워 만듭니다. 특히 초정에서 직접 재배한 고춧가루로 만든 소스는 물 한 방울 없이 진득하고 중독성 있는 깊은 맛을 자랑합니다. 푸짐한 양과 함께 제공되는 파전과 묵사발은 점심 식사나 활기찬 저녁 모임 모두에 훌륭한 가성비를 선사합니다."
blueribbon,The Ninth Gate Grille,서울특별시 중구 소공로 106,Seoul,South Korea,RIBBON_TWO,,,02-317-0366,,2026,,37.5644841324893,126.980184460247,2026-02-17T22:29:33.775718+00:00,,,,나인스게이트,서울특별시 중구 소공로 106,"Nestled within The Westin Chosun Seoul, The Ninth Gate Grille offers a contemporary Western dining experience with a view of the historic Hwangudan Altar. While it may have started as Korea's first French restaurant, it now presents an international brasserie style. The Chef's Tasting Dinner showcases a range of dishes, from a delightful parmesan cheese amuse-bouche and fresh shrimp with asparagus to a standout miso-glazed black cod that blends Japanese and Western flavors. The Korean beef tenderloin is tender and perfectly cooked, complemented by a selection of fine salts. The meal concludes with a refreshing herbal lemonade and a light grapefruit mousse.","웨스틴조선 서울에 자리한 나인스게이트그릴은 역사적인 환구단이 보이는 뷰와 함께 현대적인 서양식 다이닝을 선보입니다. 한국 최초의 프랑스 레스토랑으로 시작했지만, 현재는 인터내셔널 브라세리 스타일의 요리를 제공합니다. 셰프 테이스팅 디너는 파마산 치즈를 올린 애피타이저와 신선한 새우와 아스파라거스부터, 일본과 서양의 맛을 조화롭게 융합한 된장 양념 대구 요리까지 다양하게 준비됩니다. 한우 안심은 부드럽고 완벽하게 조리되었으며, 세 가지 소금과 함께 제공됩니다. 식사는 상큼한 허브 레모네이드와 가벼운 자몽 무스로 마무리됩니다."
blueribbon,무수옥,서울특별시 도봉구 도봉로165길 15,Seoul,South Korea,RIBBON_TWO,,,02-954-6292 ,,2026,,37.67699,127.0442,2026-02-17T22:29:33.775718+00:00,,,,무수옥,서울특별시 도봉구 도봉로165길 15,"Step into Musuok (무수옥), a venerable institution that has been serving its signature seolleongtang (설렁탕) since 1943. This no-frills, generations-old eatery offers a comforting and deeply satisfying experience, perfect for those seeking authentic Korean flavors. The broth is rich and nuanced, and the accompanying kimchi (김치) and kkakdugi (깍두기) are house-made and perfectly complement the main dish. Don't miss the chance to try their yukhoe bibimbap (육회비빔밥) and fresh yukhoe (육회) as well, which have quickly become favorites among diners.","1943년부터 시작된 무수옥(무수옥)은 깊은 맛의 설렁탕(설렁탕)으로 명성을 쌓아온 유서 깊은 맛집입니다. 세월의 흔적이 느껴지는 이곳은 진하고 깊은 국물과 곁들여 먹기 좋은 직접 담근 김치(김치)와 깍두기(깍두기)가 일품입니다. 육회비빔밥(육회비빔밥)과 신선한 육회(육회) 또한 놓칠 수 없는 메뉴로, 많은 방문객들에게 사랑받고 있습니다."
blueribbon,Napoleon,서울특별시 성북구 성북로 7,Seoul,South Korea,RIBBON_TWO,,,02-742-7421 ,,2026,,37.58889,127.0051,2026-02-17T22:29:33.775718+00:00,,,,나폴레옹과자점,서울특별시 성북구 성북로 7,"Napoleon is a charming cafe conveniently located right next to Wonju Station, making it the perfect spot for travelers needing a quick break or a place to wait for their train. The atmosphere is welcoming, with a friendly owner and a spotlessly clean drink preparation area. Prices are remarkably affordable, with Americanos available in the 2,000 KRW range, a rarity in independent cafes today. They offer a variety of freshly baked goods, from simple morning buns to sweet red bean bread (danpatppang), all at budget-friendly prices.","카페 나폴레옹은 원주역 바로 옆에 위치하여 기차를 기다리거나 잠시 쉬어가기 좋은 매력적인 공간입니다. 친절한 사장님과 깔끔한 음료 제조 공간이 따뜻한 분위기를 자아냅니다. 특히 아메리카노를 2,000원대에 판매하는 등 요즘 개인 카페에서는 보기 힘든 저렴한 가격이 인상적입니다. 모닝빵부터 단팥빵까지, 다양한 종류의 갓 구운 빵들도 부담 없는 가격으로 즐길 수 있습니다."
blueribbon,Richemont bakery,서울특별시 마포구 월드컵북로 86,Seoul,South Korea,RIBBON_TWO,,,02-325-0221,,2026,,37.56141,126.9156,2026-02-17T22:29:33.775718+00:00,,,,리치몬드과자점,서울특별시 마포구 월드컵북로 86,,
blueribbon,이태리재,서울특별시 종로구 율곡로1길 74-9,Seoul,South Korea,RIBBON_TWO,,,070-4233-6262 ,,2026,,37.578765,126.981726,2026-02-17T22:29:33.775718+00:00,,,,이태리재,서울특별시 종로구 율곡로1길 74-9,"Nestled in the charming alleys of Bukchon, Italyjae (이태리재) offers a unique Italian dining experience within a beautifully renovated Hanok (한옥). The restaurant, previously recognized by the Michelin Guide, specializes in cicchetti (치케티), a Venetian-style small bites concept. Expect a cozy atmosphere, attentive service, and a delightful array of meticulously prepared small dishes, perfect for sharing.","북촌의 매력적인 골목길에 자리한 이태리재는 아름답게 개조된 한옥(한옥) 안에서 독특한 이탈리안 다이닝 경험을 선사합니다. 과거 미쉐린 가이드에 소개되었던 이 레스토랑은 베네치아 스타일의 작은 요리인 치케티(치케티)를 전문으로 합니다. 아늑한 분위기, 세심한 서비스, 그리고 정성스럽게 준비된 다양한 작은 요리들은 나누어 먹기에 완벽합니다."
blueribbon,두가헌,서울특별시 종로구 삼청로 14,Seoul,South Korea,RIBBON_TWO,,,02-3210-2100 ,,2026,,37.577089,126.980272,2026-02-17T22:29:33.775718+00:00,,,,두가헌,서울특별시 종로구 삼청로 14,"Nestled within a traditional Hanok (한옥) setting, this venue offers a unique and romantic atmosphere, especially when viewed during a pre-ceremony preview. The staff are noted for their exceptional kindness, contributing to a pleasant and memorable visit. While the ceremony space itself might feel a bit intimate, the potential for stunning floral arrangements can transform it into a truly magical setting for any special occasion.","전통적인 한옥(Hanok)의 매력적인 분위기 속에서 특별한 경험을 선사하는 이곳은, 예식 사전 관람 시 더욱 로맨틱한 분위기를 자아냅니다. 친절한 직원들의 세심한 배려 덕분에 방문객들은 즐겁고 기억에 남는 시간을 보낼 수 있습니다. 예식 공간 자체는 아담하게 느껴질 수 있으나, 아름다운 꽃 장식을 통해 어떤 특별한 날에도 낭만적인 분위기를 연출할 수 있는 잠재력을 지니고 있습니다."
blueribbon,토속촌,서울특별시 종로구 자하문로5길 5,Seoul,South Korea,RIBBON_TWO,"한식(가금류), 삼계탕, 닭볶음탕",,02-737-7444 ,,2026,,37.5776,126.9717,2026-02-17T22:29:33.775718+00:00,,,,토속촌,서울특별시 종로구 자하문로5길 5,"Nestled near Gyeongbok Palace and Cheong Wa Dae, Tosokchon Samgyetang is a beloved institution famous for its nourishing chicken soup. Be prepared for a potential wait, especially during peak hours, as this spot draws crowds eager for a taste of their signature dish. The restaurant offers a traditional ambiance, and while parking is available, it's limited, so considering nearby public parking is a good idea. They also offer takeout for those who want to enjoy their meal elsewhere.","경복궁과 청와대 근처에 자리한 토속촌 삼계탕은 영양 가득한 닭백숙으로 유명한 곳입니다. 이 맛집은 특히 피크 타임에 인기가 많아 웨이팅이 있을 수 있으니, 시그니처 메뉴를 맛보고 싶다면 기다릴 준비를 하세요. 식당은 전통적인 분위기를 자랑하며, 주차 공간이 마련되어 있지만 협소하므로 근처 공영 주차장을 이용하는 것도 좋은 방법입니다. 포장 서비스도 제공하여 원하는 곳에서 식사를 즐길 수 있습니다."
blueribbon,키즈나,서울특별시 종로구 율곡로1길 78,Seoul,South Korea,RIBBON_TWO,"일식, 스시",,02-722-0411 ,,2026,,37.578806133812215,126.98162396312134,2026-02-17T22:29:33.775718+00:00,,,,키즈나,서울특별시 종로구 율곡로1길 78,"Nestled in a traditional Hanok-style building with a serene garden, Kizuna offers an intimate and private dining experience. Chef Song Woong-sik, one of Seoul's ""Four Great Sushi Chefs,"" leads the counter, providing a tranquil atmosphere perfect for special occasions. While the chef is known for his quiet demeanor, the focus is on the exquisite sushi, with guests encouraged to ask for explanations if desired.","고즈넉한 정원이 있는 전통 한옥 건물에 자리한 키즈나는 친밀하고 프라이빗한 다이닝 경험을 선사합니다. 서울 4대 스시 셰프 중 한 명인 송웅식 셰프가 이끄는 카운터는 특별한 날에 완벽한 고요한 분위기를 제공합니다. 셰프는 과묵하기로 유명하지만, 손님들이 원하면 설명을 요청할 수 있도록 하여 초밥 자체에 집중할 수 있도록 합니다."
blueribbon,몽탄,서울특별시 용산구 백범로99길 50,Seoul,South Korea,RIBBON_TWO,"한식(육류), 우대갈비, 돼지고기구이",,02-794-8592,,2026,,37.53599611626749,126.97224352471864,2026-02-17T22:29:33.775718+00:00,,,,몽탄,서울특별시 용산구 백범로99길 50,"Step into Mongtan (몽탄), a highly sought-after barbecue joint in Yongsan, often hailed as one of Seoul's top three meat destinations. While famous for its notoriously long waits, the reward is worth it, especially for their signature straw-fired beef ribs (우대갈비). The restaurant boasts a traditional, multi-story building with a lively first floor where the grilling action happens and a more serene second floor for dining. Prepare for a culinary experience that lives up to the hype, with an array of delicious banchan (밑반찬) and sauces to complement your meal.","서울 3대 고깃집으로 불리는 용산의 인기 맛집, 몽탄(Mongtan)에 오신 것을 환영합니다. 악명 높은 웨이팅으로 유명하지만, 시그니처 메뉴인 우대갈비(짚불구이)를 맛보기 위한 기다림은 충분히 가치가 있습니다. 전통적인 분위기의 다층 건물은 활기찬 1층의 짚불구이 퍼포먼스와 조용하게 식사를 즐길 수 있는 2층으로 나뉘어 있습니다. 다양한 밑반찬과 소스가 곁들여져 기대 이상의 미식 경험을 선사할 것입니다."
blueribbon,금돼지식당,서울특별시 중구 다산로 149,Seoul,South Korea,RIBBON_TWO,"한식(육류), 돼지고기구이",,0507-1307-8750,,2026,,37.55709299058367,127.01166616636434,2026-02-17T22:29:33.775718+00:00,,,,금돼지식당,서울특별시 중구 다산로 149,"Prepare for a popular pilgrimage to Geumdwaeji Sikdang (금돼지식당), a celebrity-frequented spot that boasts Michelin and Blue Ribbon accolades. Be ready for a significant wait, as even arriving early doesn't guarantee immediate seating. The vibe is buzzing, with patrons eager to sample the highly-touted pork dishes. 

The signature dishes include the rich Bon Samgyeopsal (본삼겹) and the tender Nun-kkot Moksal (눈꽃목살), both praised for their quality. Don't miss the unique Basil Ssam (바질쌈) for a refreshing twist, and the hearty Dongdaeji Kimchi Jjigae (통돼지 김치찌개) is the perfect accompaniment to the succulent pork.","미슐랭과 블루리본을 받은 유명 연예인 맛집, 금돼지식당(Geumdwaeji Sikdang)을 방문할 준비를 하세요. 일찍 도착해도 바로 앉기 어려울 수 있으니 긴 웨이팅은 필수입니다. 맛있는 돼지고기 요리를 맛보려는 사람들로 활기찬 분위기를 느낄 수 있습니다.

대표 메뉴로는 풍부한 맛의 본삼겹(Bon Samgyeopsal)과 부드러운 눈꽃목살(Nun-kkot Moksal)이 있으며, 둘 다 품질이 뛰어나다고 칭찬받고 있습니다. 독특한 바질쌈(Basil Ssam)은 신선한 맛을 더해주며, 푸짐한 통돼지 김치찌개(Dongdaeji Kimchi Jjigae)는 육즙 가득한 돼지고기와 완벽한 조화를 이룹니다."
blueribbon,Panello,서울특별시 마포구 어울마당로5길 29,Seoul,South Korea,RIBBON_TWO,"이탈리아식, 피자, 파스타",,010-3460-9899,,2026,,37.549353,126.918942,2026-02-17T22:29:33.775718+00:00,,,,빠넬로,서울특별시 마포구 어울마당로5길 29,"Panello is a highly sought-after Italian restaurant in Hapjeong, famous for its authentic Neapolitan-style pizzas and pastas. It's a popular spot for dates and small gatherings, so reservations are essential, often needing to be made several days in advance. The intimate, dimly lit ambiance, coupled with a wide selection of wines, creates a sophisticated atmosphere perfect for a special evening out. Their commitment to tradition is evident, having received certification from the Associazione Verace Pizza Napoletana (AVPN).","빠넬로는 합정에 위치한 인기 이탈리아 레스토랑으로, 정통 나폴리 스타일의 피자와 파스타로 유명합니다. 데이트나 소규모 모임 장소로 인기가 많아 몇 일 전부터 예약하는 것이 필수입니다. 은은한 조명과 다양한 와인 셀렉션이 어우러져 특별한 저녁 시간을 보내기에 완벽한 세련된 분위기를 자아냅니다. 나폴리 피자 협회(AVPN) 인증을 받은 것에서 알 수 있듯 전통에 대한 헌신을 엿볼 수 있습니다."
