source,name,address,city,country,category,cuisine,price,phone,url,year,latitude,longitude,captured_at
blueribbon,강남교자,"11, Gangnam-daero 69-gil, Seocho-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"한식(면류), 칼국수",,02-536-4133,,2026,37.50144,127.0244,2026-02-13T04:46:23.305211+00:00
blueribbon,강남면옥,"34, Nonhyeon-ro 152-gil, Gangnam-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"한식(면류), 비빔냉면, 한식(육류), 소갈비찜, 만둣국",,02-3446-5539,http://강남면옥.net/,2026,37.52141,127.0309,2026-02-13T04:46:23.305211+00:00
blueribbon,강원정,"13-10, Wonhyo-ro 89-gil, Yongsan-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"한식(가금류), 삼계탕, 닭볶음탕",,02-719-9978,,2026,37.54043,126.9678,2026-02-13T04:46:23.305211+00:00
blueribbon,개성만두궁,"11-3, Insadong 10-gil, Jongno-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"한식(면류), 만두, 떡국",,02-733-9240,http://koong.co.kr,2026,37.57423,126.9854,2026-02-13T04:46:23.305211+00:00
blueribbon,개성집,"48, Mokdongjungangseo-ro, Yangcheon-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"한식(면류), 만둣국, 한식(육류), 보쌈",,02-2642-5695,,2026,37.53287,126.8691,2026-02-13T04:46:23.305211+00:00
blueribbon,개화옥,"7, Apgujeong-ro 50-gil, Gangnam-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"한식(일반한식), 일반한식, 모던한식, 한식(육류), 소불고기",,02-549-1459,,2026,37.52771,127.0386,2026-02-13T04:46:23.305211+00:00
blueribbon,갯마을,"56, Seobinggo-ro, Yongsan-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"한식(면류), 만두",,02-795-2277,,2026,37.523035646485845,126.97033878731338,2026-02-13T04:46:23.305211+00:00
blueribbon,게장게장게장,"269-15 Gonghang-daero, Gangseo-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"한식(어패류), 게장",,02-2668-0490,,2026,37.5596113961056,126.837242277605,2026-02-13T04:46:23.305211+00:00
blueribbon,겐로쿠우동(홍대본점),"39, Eoulmadang-ro, Mapo-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"일식, 일식우동",,02-325-8555,http://www.genrokuudon.com/,2026,37.548721,126.920283,2026-02-13T04:46:23.305211+00:00
blueribbon,경기떡집,"24, Donggyo-ro 9-gil, Mapo-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"디저트/스위트, 떡",,02-333-8880,,2026,37.555,126.9103,2026-02-13T04:46:23.305211+00:00
blueribbon,경양카츠,"238-1, Donggyo-ro, Mapo-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"일식, 일식돈가스",,070-7543-5445,,2026,37.56115634873273,126.92449856120587,2026-02-13T04:46:23.305211+00:00
blueribbon,경천애인2237,"421, Teheran-ro, Gangnam-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"한식(육류), 소고기구이",,0507-1410-2237,,2026,37.50594,127.0525,2026-02-13T04:46:23.305211+00:00
blueribbon,경평면옥,"12, Samseong-ro 104-gil, Gangnam-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"한식(면류), 평양냉면, 만두, 한식(육류), 제육",,02-539-6054,,2026,37.51085907051559,127.05573411165798,2026-02-13T04:46:23.305211+00:00
blueribbon,계고기집,"1, Baekbeom-ro 24-gil, Mapo-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"한식(가금류), 닭갈비",,02-717-7624,,2026,37.5459839648361,126.945564274909,2026-02-13T04:46:23.305211+00:00
blueribbon,계림,"39, Donhwamun-ro 4-gil, Jongno-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"한식(가금류), 닭볶음탕",,02-2263-6658,,2026,37.57013,126.9945,2026-02-13T04:46:23.305211+00:00
blueribbon,계열사,"7, Baekseokdong-gil, Jongno-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"한식(가금류), 프라이드치킨",,02-391-3566,,2026,37.59285,126.9656,2026-02-13T04:46:23.305211+00:00
blueribbon,고든램지버거,"300, Olympic-ro, Songpa-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"기타, 햄버거",,02-3213-4797,https://www.gordonramsayrestaurants.com/en/us/gordon-ramsay-burger,2026,37.5137519612953,127.104446890835,2026-02-13T04:46:23.305211+00:00
blueribbon,고려삼계탕,"1, Seosomun-ro 11-gil, Jung-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"한식(가금류), 삼계탕",,02-752-9376,http://www.krsamgyetang.com/,2026,37.56294,126.9729,2026-02-13T04:46:23.305211+00:00
blueribbon,고모네원조콩탕황태탕,"13, Pungseong-ro 57-gil, Gangdong-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"한식(탕/국/찌개/전골), 콩국, 한식(일반한식), 두부, 한식(어패류), 황태",,02-485-4675,,2026,37.52963,127.1359,2026-02-13T04:46:23.305211+00:00
blueribbon,고성막국수,"6-7, Banghwa-daero 49-gil, Gangseo-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"한식(면류), 막국수, 한식(육류), 수육",,02-2665-1205,,2026,37.577407,126.816112,2026-02-13T04:46:23.305211+00:00
blueribbon,고센기와집갈비,"18 Hwarang-ro 25-gil, Seongbuk-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"한식(육류), 소갈비, 돼지갈비",,02-943-3851,,2026,37.609449827136,127.052207218213,2026-02-13T04:46:23.305211+00:00
blueribbon,고우가,"24 Yeoui-daero, Yeongdeungpo-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"한식(육류), 한우오마카세",,0507-1342-9554,,2026,37.5221803249649,126.919916550827,2026-02-13T04:46:23.305211+00:00
blueribbon,골드피쉬딤섬퀴진,"35, Apgujeong-ro 48-gil, Gangnam-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"중식, 홍콩식중식, 딤섬",,02-511-5266,,2026,37.52607172192224,127.03710630039664,2026-02-13T04:46:23.305211+00:00
blueribbon,골든타이,"66, Wiryeseong-daero, Songpa-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"아시아식, 태국식",,02-461-8089,,2026,37.51466,127.1194,2026-02-13T04:46:23.305211+00:00
blueribbon,곰국시집,"24, Mugyo-ro, Jung-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"한식(면류), 칼국수, 한식(육류), 수육, 소고기구이",,02-756-3249,,2026,37.56806,126.9795,2026-02-13T04:46:23.305211+00:00
blueribbon,곰탕반,"152, Baekbeom-ro, Mapo-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"한식(탕/국/찌개/전골), 곰탕",,02-712-1801,,2026,37.544749366441955,126.94826001068026,2026-02-13T04:46:23.305211+00:00
blueribbon,곱(문래점),"34, Dangsan-ro, Yeongdeungpo-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"한식(육류), 소곱창",,02-2633-5201,https://blog.naver.com/restaurant_gop,2026,37.5174631210953,126.896493699106,2026-02-13T04:46:23.305211+00:00
blueribbon,광화문국밥,"53, Sejong-daero 21-gil, Jung-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"한식(탕/국/찌개/전골), 돼지국밥, 한식(면류), 평양냉면, 한식(육류), 수육",,02-738-5688,,2026,37.568908,126.975418,2026-02-13T04:46:23.305211+00:00
blueribbon,구복만두,"7, Duteopbawi-ro, Yongsan-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"중식, 중국만두",,02-797-8656,,2026,37.545406152402,126.972992424883,2026-02-13T04:46:23.305211+00:00
blueribbon,구스토타코,"41, Wausan-ro, Mapo-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"중남미식, 멕시코식",,02-338-8226,http://gustotaco.com,2026,37.5481,126.9228,2026-02-13T04:46:23.305211+00:00
blueribbon,구위브런치바,"6 Hyochangwon-ro 64-gil, Yongsan-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"베이커리, 샌드위치, 기타, 브런치카페",,0507-1327-9092,,2026,37.5401156018448,126.962252873816,2026-02-13T04:46:23.305211+00:00
blueribbon,구테로이테,"16, Seolleung-ro 131-gil, Gangnam-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"카페/커피/티, 에스프레소바, 커피전문점",,02-518-1117,https://www.guteleute.kr/,2026,37.5176953608723,127.03963018885,2026-02-13T04:46:23.305211+00:00
blueribbon,국빈관,"17-4, Jahamun-ro 2-gil, Jongno-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"한식(육류), 소갈비",,02-722-3833,,2026,37.5766282218463,126.973830985417,2026-02-13T04:46:23.305211+00:00
blueribbon,국시집,"9, Changgyeonggung-ro 43-gil, Seongbuk-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"한식(면류), 칼국수",,02-762-1924,,2026,37.58839,127.0043,2026-02-13T04:46:23.305211+00:00
blueribbon,국화정원,"154, Seongbuk-ro, Seongbuk-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"한식(일반한식), 한정식",,02-741-0021,,2026,37.59455,126.9927,2026-02-13T04:46:23.305211+00:00
blueribbon,군산아구산꽃게,"327, Majang-ro, Seongdong-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"한식(어패류), 꽃게, 아귀",,02-2295-7019,,2026,37.5679,127.0451,2026-02-13T04:46:23.305211+00:00
blueribbon,군산오징어,"101, Samhaksa-ro, Songpa-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"한식(어패류), 오징어",,02-413-2046,https://www.kuno1988.co.kr/www/main/index.php,2026,37.50631,127.097,2026-02-13T04:46:23.305211+00:00
blueribbon,규방도감집,"24-4 Bukchon-ro 1-gil, Jongno-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"한식(일반한식), 한정식",,0507-1309-6609,,2026,37.5775170381476,126.984458297744,2026-02-13T04:46:23.305211+00:00
blueribbon,그란구스또,"340, Samseong-ro, Gangnam-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"이탈리아식, 파스타",,02-556-3960,http://www.grangusto.net,2026,37.50193,127.0596,2026-02-13T04:46:23.305211+00:00
blueribbon,그레이그리스트밀,"15, Apgujeong-ro 2-gil, Gangnam-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"카페/커피/티, 커피전문점",,02-546-8902,,2026,37.5207186841862,127.019955768192,2026-02-13T04:46:23.305211+00:00
blueribbon,그로어스,"52 Yeonhui-ro 27-gil, Seodaemun-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"기타, 브런치카페",,0507-1427-3782,,2026,37.5722825693755,126.933334949292,2026-02-13T04:46:23.305211+00:00
blueribbon,그리에,"13 Dosan-daero 59-gil, Gangnam-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"컨템포러리, 프랑스식",,0507-1358-6982,,2026,37.5246740736383,127.041990425496,2026-02-13T04:46:23.305211+00:00
blueribbon,그린마일커피,"64, Bukchon-ro, Jongno-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"카페/커피/티, 커피전문점",,02-744-2404,http://greenmilecoffee.com/,2026,37.582351,126.985222,2026-02-13T04:46:23.305211+00:00
blueribbon,금토일샴페인빠,"43-2 Chungmu-ro, Jung-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"바, 샴페인바",,0507-1460-2783,,2026,37.5650958071738,126.992583246148,2026-02-13T04:46:23.305211+00:00
blueribbon,기미사,"47 Seongsui-ro 26-gil, Seongdong-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"카페/커피/티, 커피전문점",,070-8672-9385,https://gimisa.com/v,2026,37.545134419964,127.062772457313,2026-02-13T04:46:23.305211+00:00
blueribbon,길풍식당,"118 Yangpyeong-ro, Yeongdeungpo-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"한식(탕/국/찌개/전골), 꼬리곰탕",,02-2634-1359,,2026,37.5378376344984,126.894643881557,2026-02-13T04:46:23.305211+00:00
blueribbon,김수사,"7 Dosan-daero 12-gil, Gangnam-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"일식, 스시",,02-542-5235,,2026,37.5172302884873,127.023751904221,2026-02-13T04:46:23.305211+00:00
blueribbon,까르니브라질그릴,"83-9, Bangbae-ro, Seocho-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"중남미식, 브라질식",,02-598-5066,,2026,37.482007,126.996644,2026-02-13T04:46:23.305211+00:00
blueribbon,꺼거,"10, Hangang-daero 48-gil, Yongsan-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"중식, 홍콩식중식",,0507-1420-5433,,2026,37.5315505801618,126.971126584354,2026-02-13T04:46:23.305211+00:00
blueribbon,꽁티드툴레아,"39 Dosan-daero 49-gil, Gangnam-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"기타, 브런치카페",,070-8846-8490,,2026,37.5255631741936,127.036889294894,2026-02-13T04:46:23.305211+00:00
blueribbon,"꽃,밥에피다","3-6, Insadong 16-gil, Jongno-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"한식(일반한식), 일반한식, 모던한식",,02-732-0276,https://www.goodbab.co.kr/,2026,37.575236,126.984001,2026-02-13T04:46:23.305211+00:00
blueribbon,꽃새우영번지,"536, Eonju-ro, Gangnam-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"한식주점, 해물포차, 한식(어패류), 해물, 새우",,02-501-2050,,2026,37.5061762449161,127.041344559745,2026-02-13T04:46:23.305211+00:00
blueribbon,꽃지,"610, Bongeunsa-ro, Gangnam-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"한식(어패류), 게장, 꽃게",,02-561-8788,,2026,37.51465,127.0619,2026-02-13T04:46:23.305211+00:00
blueribbon,꿉당,"615, Gangnam-daero, Seocho-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"한식(육류), 돼지고기구이",,02-545-9600,,2026,37.5166413661632,127.018909049863,2026-02-13T04:46:23.305211+00:00
blueribbon,나리의집,"245, Itaewon-ro, Yongsan-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"한식(육류), 삼겹살",,02-793-4860,,2026,37.536878,127.000121,2026-02-13T04:46:23.305211+00:00
blueribbon,남도식당,"42, Jong-ro 3-gil, Jongno-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"한식(육류), 돼지불고기, 소불고기, 한식(일반한식), 일반한식",,02-734-0719,,2026,37.572194,126.979423,2026-02-13T04:46:23.305211+00:00
blueribbon,남도포장마차,"3, Cheongnyong 2-gil, Gwanak-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"한식주점, 해물포차",,02-871-9121,,2026,37.48116,126.9459,2026-02-13T04:46:23.305211+00:00
blueribbon,남산와이너리,"5 Hoenamu-ro 10-gil, Yongsan-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"바, 와인바, 유럽식, 포르투갈식",,02-792-5849,,2026,37.5389676740777,126.989128810378,2026-02-13T04:46:23.305211+00:00
blueribbon,남서울민물장어,"137, Bongeunsa-ro, Gangnam-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"한식(민물어패류), 장어",,02-544-1010,,2026,37.50627,127.0295,2026-02-13T04:46:23.305211+00:00
blueribbon,남포면옥,"24, Eulji-ro 3-gil, Jung-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"한식(면류), 평양냉면, 한식(탕/국/찌개/전골), 어복쟁반, 한식(육류), 소불고기",,02-777-2269,,2026,37.56725,126.9816,2026-02-13T04:46:23.305211+00:00
blueribbon,남해바다,"46, Tojeong-ro 37-gil, Mapo-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"한식(어패류), 생선회",,02-707-3101,,2026,37.54248,126.9473,2026-02-13T04:46:23.305211+00:00
blueribbon,남해바다마차,"71, Hancheon-ro 78-gil, Seongbuk-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"한식(어패류), 생선회, 방어",,02-966-5036,,2026,37.61351,127.065,2026-02-13T04:46:23.305211+00:00
blueribbon,네기라이브,"97 Seongsui-ro, Seongdong-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"일식, 일식오마카세",,02-466-2490,,2026,37.5436475647062,127.056584886113,2026-02-13T04:46:23.305211+00:00
blueribbon,녘,"32, Bongeunsa-ro 4-gil, Gangnam-gu, Seoul",Seoul,South Korea,RIBBON_ONE,미국식,,070-8884-0710,,2026,37.5027658420773,127.026657450782,2026-02-13T04:46:23.305211+00:00
blueribbon,농민백암순대,"40-4, Seolleung-ro 86-gil, Gangnam-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"한식(탕/국/찌개/전골), 순대국밥",,02-555-9603,,2026,37.5037329376349,127.052982069884,2026-02-13T04:46:23.305211+00:00
blueribbon,높은집종가산꼼장어,"17, Wangsimni-ro 21-gil, Seongdong-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"한식(어패류), 곰장어",,02-2292-4074,,2026,37.56087,127.0329,2026-02-13T04:46:23.305211+00:00
blueribbon,뉘조,"27, Insadong 14-gil, Jongno-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"한식(일반한식), 약선요리, 한정식",,02-730-9311,http://www.newijo.com,2026,37.57508,126.9852,2026-02-13T04:46:23.305211+00:00
blueribbon,느루집(문래본점),"34 Dangsan-ro, Yeongdeungpo-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"한식(가금류), 닭갈비, 한식(탕/국/찌개/전골), 부대찌개",,0507-1362-5201,https://blog.naver.com/neuruzip,2026,37.5174631210953,126.896493699106,2026-02-13T04:46:23.305211+00:00
blueribbon,늘복집,"13-48 Bamgogae-ro 14-gil, Gangnam-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"한식(어패류), 복",,02-459-3347,,2026,37.479473537579,127.102804582731,2026-02-13T04:46:23.305211+00:00
blueribbon,늘푸른목장,"34, Baekjegobun-ro 9-gil, Songpa-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"한식(육류), 소고기구이",,02-3431-4520,,2026,37.509538,127.082624,2026-02-13T04:46:23.305211+00:00
blueribbon,늘푸른정육식당,"19, Gangnam-daero 124-gil, Gangnam-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"한식(육류), 소고기구이",,02-479-2224,,2026,37.50926,127.0241,2026-02-13T04:46:23.305211+00:00
blueribbon,능라밥상,"14, Sajik-ro 2-gil, Jongno-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"한식(일반한식), 이북음식, 한식(면류), 평양냉면",,02-747-9907,https://blog.naver.com/reeran2000,2026,37.5729405662598,126.964003814558,2026-02-13T04:46:23.305211+00:00
blueribbon,다미,"34, Gukjegeumyung-ro 8-gil, Yeongdeungpo-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"일식주점, 로바다야키",,02-783-5167,,2026,37.52016,126.9273,2026-02-13T04:46:23.305211+00:00
blueribbon,다이닝주연,"9, Bongujae-ro 37-gil, Jungnang-gu, Seoul",Seoul,South Korea,RIBBON_ONE,프랑스식,,02-433-9098,http://blog.naver.com/paychey,2026,37.59349331688812,127.088084611645,2026-02-13T04:46:23.305211+00:00
blueribbon,다츠,"6, Itaewon-ro 55na-gil, Yongsan-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"아시아식, 카페/커피/티, 카페",,02-792-7445,,2026,37.536611,126.99913,2026-02-13T04:46:23.305211+00:00
blueribbon,단비,"21-12, Hannam-daero 20-gil, Yongsan-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"한식(일반한식), 한정식, 일반한식",,02-797-8375,,2026,37.535202,127.008799,2026-02-13T04:46:23.305211+00:00
blueribbon,달리아다이닝,"14 Dosan-daero 45-gil, Gangnam-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"기타, 비건",,070-4482-0102,,2026,37.5232258722082,127.035755766179,2026-02-13T04:46:23.305211+00:00
blueribbon,닭진미,"22-20, Namdaemunsijang-gil, Jung-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"한식(가금류), 닭곰탕",,02-753-9063,,2026,37.55952,126.977,2026-02-13T04:46:23.305211+00:00
blueribbon,담장옆에국화꽃,"205, Sapyeong-daero, Seocho-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"디저트/스위트, 한식디저트, 빙수",,02-591-1157,,2026,37.5044921229104,127.007845270854,2026-02-13T04:46:23.305211+00:00
blueribbon,당산오돌,"6, Gukhoe-daero 37-gil, Yeongdeungpo-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"한식(육류), 돼지고기구이",,02-2068-5592,,2026,37.5275625288744,126.899817341967,2026-02-13T04:46:23.305211+00:00
blueribbon,대가방,"333 Bongeunsa-ro, Gangnam-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"중식, 대만식중식",,02-544-6336,https://www.daegabang.com/,2026,37.5105620922653,127.043036549402,2026-02-13T04:46:23.305211+00:00
blueribbon,대관원,"1, Dangsan-ro 37-gil, Yeongdeungpo-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"중식, 일반중식",,02-2068-8791,,2026,37.52941398328275,126.89790787963236,2026-02-13T04:46:23.305211+00:00
blueribbon,대도식당,"3, Muhak-ro 12-gil, Seongdong-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"한식(육류), 소고기구이",,02-2292-9772,http://www.대도식당.kr,2026,37.56741500765416,127.03065677544468,2026-02-13T04:46:23.305211+00:00
blueribbon,대동문,"30, Gukjegeumyung-ro 6-gil, Yeongdeungpo-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"한식(탕/국/찌개/전골), 어복쟁반, 한식(일반한식), 일반한식, 한식(면류), 만두",,02-782-1780,,2026,37.52174,126.9265,2026-02-13T04:46:23.305211+00:00
blueribbon,대문점,"30, Yeongjung-ro 10-gil, Yeongdeungpo-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"중식, 일반중식",,02-2678-3256,,2026,37.518566,126.908564,2026-02-13T04:46:23.305211+00:00
blueribbon,대물상회,"29, Saechang-ro 6-gil, Mapo-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"한식(어패류), 생선회",,02-712-1237,,2026,37.5408011604849,126.95248554210742,2026-02-13T04:46:23.305211+00:00
blueribbon,대삼식당,"23, Hakdong-ro 41-gil, Gangnam-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"한식(육류), 삼겹살",,02-545-2255,,2026,37.5174902364919,127.036153686218,2026-02-13T04:46:23.305211+00:00
blueribbon,대성갈비,"26 Sangwon 1-gil, Seongdong-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"한식(육류), 돼지갈비",,02-464-3012,,2026,37.546194350143,127.048432321547,2026-02-13T04:46:23.305211+00:00
blueribbon,대장장이화덕피자집,"42-4, Bukchon-ro, Jongno-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"이탈리아식, 피자",,02-765-4298,,2026,37.580529,126.985338,2026-02-13T04:46:23.305211+00:00
blueribbon,대흥설농탕,"60, Hancheon-ro, Dongdaemun-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"한식(탕/국/찌개/전골), 설렁탕",,02-2249-2828,,2026,37.5669741682164,127.06256224752,2026-02-13T04:46:23.305211+00:00
blueribbon,더그리핀바,"279 Cheonggyecheon-ro, Jongno-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"바, 루프탑바, 재즈바",,02-2276-3344,,2026,37.5704485321397,127.008743829151,2026-02-13T04:46:23.305211+00:00
blueribbon,더베이커스테이블,"244-1, Noksapyeong-daero, Yongsan-gu, Seoul",Seoul,South Korea,RIBBON_ONE,베이커리,,0507-1461-3503,https://thebakerstable.co.kr/,2026,37.53941,126.9875,2026-02-13T04:46:23.305211+00:00
blueribbon,더샤퀴테리아,"86, Dokseodang-ro, Yongsan-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"기타, 샤퀴테리",,02-798-9402,,2026,37.53428344113129,127.01009673581584,2026-02-13T04:46:23.305211+00:00
blueribbon,더셰프,"33 Baekbeom-ro 77-gil, Yongsan-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"스페인식, 타파스바",,02-6398-7594,,2026,37.5399721712719,126.965214759448,2026-02-13T04:46:23.305211+00:00
blueribbon,더스팟패뷸러스,"22, Myeongdong 2-gil, Jung-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"디저트/스위트, 디저트전문점",,02-779-1981,,2026,37.5623328436628,126.982600032183,2026-02-13T04:46:23.305211+00:00
blueribbon,더형제,"110 Hakdong-ro, Gangnam-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"한식(어패류), 생선회, 방어",,0507-1408-7003,,2026,37.511362188877,127.02305070551,2026-02-13T04:46:23.305211+00:00
blueribbon,덕원,"6, Beodeunaru-ro 6-gil, Yeongdeungpo-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"한식(탕/국/찌개/전골), 꼬리곰탕, 설렁탕, 한식(육류), 수육",,02-2634-8663,,2026,37.52225,126.912,2026-02-13T04:46:23.305211+00:00
blueribbon,데바스테이트,"51, Seolleung-ro 162-gil, Gangnam-gu, Seoul",Seoul,South Korea,RIBBON_ONE,"카페/커피/티, 커피전문점",,070-7717-6100,,2026,37.526127,127.044787,2026-02-13T04:46:23.305211+00:00
