Neighborhood,Category,Restaurant Name,Score,Award Level,Justification,Description EN,Description KO,Kakao URL,Latitude,Longitude,Auditor Comments,Rating Justified,Auditor Reason,Needs Manual Review,Upgrade Recommended,AI Justification,Reclassify Eligible,Sponsored Ratio,Guide Description,Guide Description KO
역삼동,국밥,솔마루,81,1 Neon Heart,"The score reflects solid ingredient quality and outstanding value for money, balanced against a lack of distinctive culinary personality and unproven long-term consistency in flavor.","Solmaru offers a commendable, traditional Jeonju-style gukbap with exceptional value, utilizing fresh, directly sourced ingredients. While the flavors are clean and satisfying, it lacks the distinctive culinary innovation or consistent refinement required for a higher Neon Guide commendation.","솔마루는 신선한 직송 재료로 훌륭한 가성비의 전주식 국밥을 선보이며, 깔끔하고 만족스러운 맛을 자랑합니다. 하지만 독창적인 요리 기법이나 일관된 섬세함은 부족하여 네온 가이드의 더 높은 평가를 받기에는 아쉬움이 남습니다.",http://place.map.kakao.com/10548216,37.502306232353575,127.0441232717158,"The reviews mention positive aspects such as tasty dishes, good value for money, and a cozy atmosphere. There are no complaints about food quality or service. The restaurant is described as a great place to have lunch, with a clean and affordable environment. The AI score of 81/100 aligns well with the positive feedback provided in the customer reviews.",Yes,"The AI score of 81/100 is slightly below the threshold for a perfect score (100/100), but the customer reviews are overwhelmingly positive and do not contradict the AI score. The restaurant is praised for its tasty dishes, good value for money, and a clean and affordable environment, which justifies the AI score without a need for a downgrade.",False,False,,,,"Solmaru offers a commendable, traditional Jeonju-style gukbap, distinguished by its clean and satisfying flavors. Utilizing fresh, directly sourced ingredients, it provides solid quality and outstanding value for money.",솔마루는 깨끗하고 만족스러운 맛이 돋보이는 칭찬할 만한 전통 전주식 국밥을 선보입니다. 신선하고 직송된 재료를 사용하여 뛰어난 품질과 탁월한 가치를 선사합니다.
역삼동,국밥,이필녀국밥,83,1 Neon Heart,"The score of 83 reflects strong points in chef's personality and value for money, balanced against minor deductions for ingredient quality, flavor consistency across the menu, and a singular instance of preparation inconsistency.","This venerable establishment, helmed by the renowned Lee Pil-nyeo, offers comforting 국밥 with a remarkable sense of history and value. While the core dishes shine, minor inconsistencies in ingredient quality and preparation, particularly outside of the signature 국밥, prevent it from reaching higher echelons.","이필녀 여사의 손맛이 담긴 유서 깊은 국밥집으로, 훌륭한 가성비와 따뜻한 접객이 돋보입니다. 다만, 일부 식재료의 아쉬움과 핵심 국밥 외 메뉴의 편차는 개선의 여지가 있습니다.",http://place.map.kakao.com/1003714564,37.503320233325,127.034941716069,"The customer reviews are overwhelmingly positive, praising the flavor of the kimchi, variety of soup options, excellent service, and popularity among Asian tourists. The critiques are minor and focused on small issues, such as the restaurant being full and the soup's spiciness not being perfect for some customers. The overall experience is described as excellent, and the restaurant is noted as a good choice for a quick meal and for tourists.",Yes,"The reviews are positive and highlight multiple strengths of the restaurant, including its food quality, service, and popularity. There are only minor critiques and no significant issues that would warrant a lower score.",False,False,,,,"Helmed by the renowned Lee Pil-nyeo, this venerable establishment offers comforting 국밥 with a remarkable sense of history. The signature 국밥 shines as a core dish, providing exceptional value for money.",이필녀 명인이 이끄는 이 유서 깊은 곳은 깊은 역사와 함께 편안한 국밥을 선사합니다. 특히 시그니처 국밥은 핵심 메뉴로 빛나며 탁월한 가치를 제공합니다.
서초동,국밥,담미온 교대역점,80,1 Neon Heart,"The score of 80 reflects solid ingredient quality and value, good flavor mastery despite a minor flaw in side dishes, and a generally appealing but not overtly unique culinary personality.","Dammion Gyodae Station delivers a reliably clean and flavorful gukbap experience, making it a popular lunch spot for its generous portions and good value. While the broth is commendable, a minor inconsistency in side dishes keeps it from reaching higher culinary acclaim.","담미온 교대역점은 깔끔하고 잡내 없는 국물로 직장인들의 점심을 책임지는 인기 국밥집입니다. 푸짐한 양과 좋은 가성비는 칭찬할 만하나, 곁들임 찬의 미세한 아쉬움이 옥에 티로 남습니다.",http://place.map.kakao.com/1471728292,37.4947937487709,127.014783179833,"The reviews indicate that the food is consistently delicious, the staff is friendly and attentive, and the portion sizes are generous. The restaurant is popular during lunch hours and is comfortable for quick dining. There are no complaints about the food quality or service. The restaurant's warm and spacious atmosphere also adds to the positive experience.",Yes,The reviews are overwhelmingly positive with no significant criticisms or contradictions to the AI score of 80/100. The restaurant appears to meet or exceed the expectations based on the customer feedback.,False,False,,,,"Dammion Gyodae Station offers a reliably clean and flavorful gukbap, making it a popular lunch destination. Diners appreciate the generous portions and good value, while the commendable broth demonstrates solid ingredient quality and excellent flavor mastery.","담미온 교대역점은 깔끔하고 깊은 맛의 국밥으로 사랑받는 점심 명소입니다. 푸짐한 양과 훌륭한 가치를 제공하며, 특히 칭찬할 만한 육수는 좋은 재료 품질과 뛰어난 맛의 조화를 보여줍니다."
서초동,국밥,육전국밥 교대사거리점,91,2 Neon Hearts,"The score reflects exceptional ingredient quality (19/20), masterful flavor combinations and techniques (18/20), strong perceived consistency (19/20), and excellent value for money (18/20), with minor deductions for its franchise nature and a slightly diluted chef's personality (17/20).","This establishment masterfully combines the delicate crispness of yukjeon with a clean, deep gukbap broth, creating a truly unique and satisfying experience. With high-quality ingredients and commendable consistency, it stands as an exceptional neighborhood staple.","육전과 국밥의 독창적인 결합은 깔끔하면서도 깊은 맛으로 미식가들의 찬사를 받습니다. 뛰어난 재료 품질과 한결같은 맛으로, 이곳은 지역의 자랑스러운 명소로 자리매김했습니다.",http://place.map.kakao.com/2029098783,37.4882875379791,127.015070231112,"The customer reviews are overwhelmingly positive, praising the food quality, service, and value for money. They mention that the food is tasty and properly seasoned, the service is friendly, and the restaurant is clean. Despite minor criticisms such as the food being slightly bland, these are minor points in comparison to the overall positive feedback. The customer also mentioned that they would visit again, indicating satisfaction with the restaurant.",Yes,"The customer reviews consistently highlight positive aspects of the restaurant without any major complaints that could warrant a lower score. The AI score of 91/100 aligns well with the positive reviews, suggesting that the restaurant is well-liked and performs well in terms of taste, service, and value.",False,False,,,,"육전국밥 교대사거리점 masterfully combines the delicate crispness of yukjeon with a clean, deep gukbap broth, offering a truly unique and satisfying experience. Celebrated for its high-quality ingredients and commendable consistency, this establishment stands as an exceptional neighborhood staple.",육전국밥 교대사거리점은 육전의 섬세한 바삭함과 깊고 깔끔한 국밥 국물을 명료하게 결합하여 진정으로 독특하고 만족스러운 경험을 선사합니다. 고품질 재료와 뛰어난 일관성으로 이 곳은 지역사회의 특별한 명소로 자리매김했습니다.
서초동,국밥,유성옥,84,1 Neon Heart,"The score of 84 reflects strong ingredient quality (18), masterful broth technique (18), and unique menu items (17), balanced by good value (16) and a conservative estimate for consistency (15) due to limited information.","Yuseongok presents a refined take on Gukbap, offering a clear, deep broth and unique signature dishes like the Donbok Jaengban. While the ingredients and culinary philosophy are commendable, a lack of long-term consistency data prevents a higher accolade.","유성옥은 맑고 깊은 국물과 돈복쟁반 같은 독특한 시그니처 메뉴로 국밥의 품격을 높입니다. 훌륭한 재료와 확고한 요리 철학을 보여주지만, 장기적인 일관성에 대한 검증이 부족하여 더 높은 평가를 받지 못했습니다.",http://place.map.kakao.com/1280456164,37.4951037357078,127.014455302447,"The reviews are overwhelmingly positive, praising the quality of the food, the care taken in ingredients, the friendliness of the staff, and the overall dining experience. The detailed compliments and the recommendation to return indicate that the restaurant meets or exceeds expectations.",Yes,"The reviews highlight the high quality of the food, the staff's attentiveness, and the welcoming atmosphere, which justifies a higher score despite a few minor criticisms.",False,False,,,,"Yuseongok offers a refined take on Gukbap, distinguished by its clear, deep broth crafted with masterful technique. The restaurant showcases strong ingredient quality and unique signature dishes, such as the distinctive Donbok Jaengban, all presented with commendable value.","유성옥은 숙련된 조리법으로 맑고 깊은 육수를 선보이며 국밥을 한층 더 세련되게 풀어냅니다. 훌륭한 재료의 품질과 독특한 시그니처 메뉴인 돈복쟁반을 포함하여, 모든 요리에서 칭찬할 만한 가치를 느낄 수 있습니다."
신사동,국밥,블랙국밥 신사점,80,1 Neon Heart,"The score of 80 reflects strong points in ingredient quality, unique concept, and value, but is tempered by a lack of verifiable information regarding long-term consistency.","블랙국밥 신사점 offers a unique take on gukbap with its signature Shabu Gukbap and a stylish ambiance, complemented by generous portions and thoughtful service. While its innovative approach and value are commendable, the long-term consistency of its culinary execution remains unproven.","블랙국밥 신사점은 시그니처 샤브 국밥과 세련된 분위기로 국밥에 대한 독특한 접근을 선보이며, 푸짐한 양과 세심한 서비스가 돋보입니다. 혁신적인 시도와 가성비는 칭찬할 만하나, 요리의 장기적인 일관성은 아직 입증되지 않았습니다.",http://place.map.kakao.com/793460275,37.5176893138394,127.02005891534,"The receipts highlight consistently positive feedback with no mentions of bad food or service issues. The restaurant is praised for its satisfaction levels, variety of dishes, and overall value for money.",Yes,"The reviews are overwhelmingly positive, indicating that the customer was very satisfied with their experience, and there are no complaints about the food or service. The restaurant's recommendation for customers seeking 'an enjoyable, comforting meal' is also validated.",False,False,,,,"블랙국밥 신사점 offers a unique and innovative take on gukbap, highlighted by its signature Shabu Gukbap. Diners can expect a stylish ambiance, generous portions, and thoughtful service, alongside strong ingredient quality and commendable value.","블랙국밥 신사점은 시그니처 샤브국밥으로 국밥에 대한 독창적이고 혁신적인 접근을 선보입니다. 세련된 분위기 속에서 넉넉한 양과 세심한 서비스를 경험할 수 있으며, 훌륭한 재료의 품질과 만족스러운 가치를 자랑합니다."
성수동,국밥,진국당성수국밥 본점,86,1 Neon Heart,"The score of 86 reflects exceptional ingredient quality (18/20) and a distinctive culinary personality (19/20), complemented by solid technique (17/20), fair value (16/20), and generally positive but not fully proven long-term consistency (16/20).","Jin Guk Dang presents a meticulously crafted gukbap, distinguished by its unique 48-hour broth and innovative serving vessel. While its culinary personality and ingredient quality are commendable, the overall value and long-term consistency, though positive, prevent it from achieving a higher distinction.","진국당성수국밥 본점은 48시간 우려낸 육수와 세계 최초 특수 뚝배기로 차별화된 국밥 경험을 제공합니다. 재료의 품질과 독창적인 접근은 돋보이나, 가치와 장기적인 일관성 측면에서 미세한 개선의 여지가 보입니다.",http://place.map.kakao.com/2808153,37.542157885313,127.0522100475,"Customers consistently praise the restaurant for its delicious, rich broth, high-quality meat (no gamey smell, tender), and generous portions. Many reviews highlight the tasty side dishes, friendly staff, clean environment, and overall pleasant dining experience, with several expressing strong recommendations and intent to revisit.",Yes,"The AI score of 86 is well-justified by the overwhelmingly positive customer feedback, which consistently highlights excellent food quality, service, and atmosphere without any negative remarks or contradictions.",False,False,,,,"진국당성수국밥 본점 in 성수동 offers a meticulously crafted gukbap, distinguished by its unique 48-hour broth and innovative serving vessel. Expect exceptional ingredient quality, solid technique, and a distinctive culinary personality, all contributing to a memorable meal with fair value.","진국당성수국밥 본점은 성수동에서 48시간 우려낸 독특한 육수와 혁신적인 그릇에 담아내는 정성스러운 국밥을 선보입니다. 이곳에서는 뛰어난 재료의 품질, 탄탄한 조리 기술, 그리고 독보적인 요리 개성을 기대할 수 있으며, 합리적인 가격으로 기억에 남을 식사를 제공합니다."
성수동,국밥,돼지공탕 하우,80,1 Neon Heart,"The score of 92 reflects exceptional ingredient quality, masterful cooking techniques, a strong unique personality, good value for money, and proven consistency over time.","Dwaejigongtang Hau elevates the humble Gukbap with its meticulous use of premium Mungyeong Yakdol pork and a broth of remarkable clarity and depth. This establishment stands out with its unique aesthetic and confident culinary vision, delivering an exceptional dining experience that consistently draws regulars.","돼지공탕 하우는 문경 약돌 돼지의 최상급 재료와 맑고 깊은 국물로 국밥의 격을 높였습니다. 독특한 미학과 확고한 요리 철학이 돋보이며, 꾸준히 단골을 이끄는 일관된 맛으로 특별한 미식 경험을 선사합니다.",http://place.map.kakao.com/1159905218,37.54841913867853,127.05569303631056,"The reviews are overwhelmingly positive, highlighting the delicious food, especially the spicy pork soup, the generous portion sizes, and the clean and cozy interior. The customers appreciate the unique experience, comparing it to a café setting with their description of '곰탕집인데 너무 맛있네요!!'. There are no significant criticisms and the reviews suggest that the restaurant meets or exceeds expectations for a dining experience.",Yes,"The reviews consistently praise the food quality, portion sizes, and the restaurant's unique atmosphere, indicating a high level of satisfaction from the customers.",False,False,,,,"Dwaejigongtang Hau elevates the humble Gukbap with its meticulous use of premium Mungyeong Yakdol pork and a broth of remarkable clarity and depth. This establishment boasts a unique aesthetic and confident culinary vision, delivering an exceptional dining experience marked by masterful cooking techniques and consistent quality that draws regulars.","돼지공탕 하우는 문경 약돌 돼지고기라는 귀한 재료를 꼼꼼하게 사용하여 평범한 국밥을 한 차원 높이며, 놀랍도록 맑고 깊은 육수를 선보입니다. 이곳은 독특한 미학과 확고한 요리 철학으로 뛰어난 식사 경험을 선사하며, 숙련된 조리 기술과 변함없는 품질로 단골들의 발길이 끊이지 않습니다."
문래동,국밥,오복순대국,94,2 Neon Hearts,"The score reflects high marks across all criteria, particularly for the exceptional quality of domestic ingredients, masterful cooking techniques, the unique offering of handmade sundae, and proven consistency as a local favorite.","오복순대국 delivers an exceptional sundae-guk experience, marked by its pristine, handmade sundae and a broth that is both savory and impeccably clean. This establishment is a testament to consistent quality, drawing long queues with its thoughtful, value-driven offerings.","오복순대국은 흠잡을 데 없는 수제 순대와 구수하면서도 깔끔한 국물로 탁월한 순대국 경험을 선사합니다. 꾸준한 품질로 긴 웨이팅을 자랑하며, 사려 깊고 가치 있는 메뉴로 손님들을 사로잡는 곳입니다.",http://place.map.kakao.com/24040605,37.51574102668877,126.89156501552227,"The receipt mentions positive sentiments such as '고기 질이 좋아요', '속이 촉촉해요', '맛나고', '달달하니', and '진짜 맛있었어요'. The customer also appreciates the staff's service and the cleanliness of the restaurant.",Yes,"The customer's receipt indicates overall satisfaction with the food quality, taste, and service, which aligns with the AI score of 94/100. The review shows no significant criticisms or issues.",False,False,,,,"오복순대국 in 문래동 consistently delivers an exceptional sundae-guk, celebrated for its pristine, handmade sundae and a broth that is both savory and impeccably clean. Utilizing high-quality domestic ingredients and masterful cooking techniques, this local favorite offers thoughtful, value-driven dishes that draw long queues.","문래동의 오복순대국은 흠잡을 데 없는 직접 만든 순대와 깊고 깔끔한 국물로 탁월한 순대국 경험을 선사합니다. 국내산 고급 재료와 숙련된 조리 기술을 바탕으로 한결같은 품질을 유지하며, 사려 깊은 가치를 담은 메뉴로 긴 대기 줄을 이끄는 지역 명소입니다."
망원동,순대국,소문난순대국왕족발,94,2 Neon Hearts,"The score of 94 reflects high marks across all categories, particularly for exceptional value and consistency, with minor deductions for the purchased kimchi and occasional mixed reviews on the soup; no sponsorship penalty was applied.","This establishment excels with its fresh, house-made ingredients and generous portions, embodying the true spirit of a beloved local eatery. While the soup occasionally draws mixed reviews, the overall experience of flavor, value, and heartfelt service makes it a standout.","신선한 재료와 푸짐한 인심으로 지역 주민들의 사랑을 받는 진정한 맛집입니다. 간혹 국물에 대한 미묘한 의견 차이가 있지만, 맛과 가성비, 그리고 진심 어린 서비스가 돋보이는 곳입니다.",http://place.map.kakao.com/19011122,37.55906553886731,126.90508258447508,"The reviews indicate that the restaurant offers a variety of options, such as both traditional and soupy versions of the dish. Customers praise the dish's taste, portion size, and the overall dining experience. The positive feedback suggests that the restaurant meets the expectations and provides a satisfying meal.",Yes,"The reviews are overwhelmingly positive, with customers recommending the dish for those who want a hearty and filling meal. The restaurant's reputation is also mentioned, further supporting the positive reception.",False,False,,,,"소문난순대국왕족발 truly embodies the spirit of a beloved local eatery, celebrated for its fresh, house-made ingredients and generous portions. While the sundae-guk may occasionally inspire varied opinions, the establishment consistently delivers exceptional value, rich flavors, and heartfelt service, making it a standout.","소문난순대국왕족발은 신선한 직접 만든 재료와 푸짐한 양으로 사랑받는 동네 맛집의 진정한 정수를 보여줍니다. 순대국에 대한 평가는 때때로 엇갈릴 수 있지만, 이곳은 탁월한 가치, 깊은 맛, 그리고 진심 어린 서비스로 변함없이 훌륭한 경험을 선사합니다."
합정동,순대국,합정순대국,86,1 Neon Heart,"The score of 86 reflects strong points in flavor, value, and exceptional consistency, which was not penalized due to the low sponsored ratio, but was tempered by the use of imported kimchi and inconsistent service.","Hapjeong Sundaeguk offers a deeply satisfying, clean broth with tender meats, a testament to its long-standing consistency. However, the use of imported kimchi and reports of an unwelcoming owner prevent it from achieving a higher distinction.",합정순대국은 오랜 세월 변함없는 깊고 깔끔한 국물 맛과 부드러운 고기로 만족감을 선사합니다. 하지만 중국산 김치 사용과 불친절하다는 평은 아쉬움을 남깁니다.,http://place.map.kakao.com/16045153,37.54912243726477,126.91494383628245,"Customers consistently praise the restaurant for its delicious and comforting sundaeguk, tender offal and pork head meat, and the owner's exceptional kindness and attentiveness, including offering to reheat and refill soup without being asked. Many found the food to be a great source of comfort and relief after a long journey.",Yes,"The AI score of 86 is justified as the customer receipts are overwhelmingly positive, highlighting excellent food quality, a pleasant atmosphere, and outstanding customer service. The reviews are highly enthusiastic and indicate a very well-regarded establishment.",False,False,,,,"Hapjeong Sundaeguk is celebrated for its deeply satisfying, clean broth and tender meats. This establishment consistently delivers on flavor and value, a testament to its long-standing quality.","합정순대국은 깊은 만족감을 선사하는 깔끔한 국물과 부드러운 고기로 정평이 나 있습니다. 오랜 시간 변함없는 맛과 가치를 꾸준히 제공하며, 그 명성을 이어가고 있습니다."
합정동,순대국,도돌곱창전골,88,2 Neon Hearts,"The score reflects excellent ingredient quality (19), masterful flavors (18), and dedicated service (18), with minor deductions to value (16) and consistency (17) due to the presence of sponsored reviews which can slightly skew objective assessment.","This establishment offers a truly exceptional 곱창전골, boasting high-quality ingredients and a masterfully balanced, addictive broth. Its dedicated owners provide attentive service, making it a standout neighborhood gem.",도돌곱창전골은 최상급 재료와 완벽하게 균형 잡힌 중독성 있는 국물로 진정한 곱창전골의 진수를 보여줍니다. 헌신적인 사장님의 세심한 서비스는 이곳을 동네의 뛰어난 보석으로 만듭니다.,http://place.map.kakao.com/920498975,37.5501726693943,126.910830214069,This receipt mentions the quality of the meat,Yes,"The receipt mentions '고기 질이 좋아요', which translates to 'the meat quality is good', aligning with the 88/100 score provided by the AI. This positive feedback about the meat quality is consistent with the high score given.",False,False,,,,"도돌곱창전골 in 합정동 is celebrated for its truly exceptional 곱창전골, boasting high-quality ingredients and a masterfully balanced, addictive broth. Dedicated owners provide attentive service, cementing its status as a standout neighborhood gem.","합정동의 도돌곱창전골은 고품질 재료와 완벽하게 균형 잡힌 중독성 강한 국물이 돋보이는 진정으로 뛰어난 곱창전골로 명성이 자자합니다. 헌신적인 주인장의 세심한 서비스가 더해져, 이곳은 이웃의 빛나는 보석 같은 존재입니다."
상암동,순대국,김둘레순대국 상암본점,85,1 Neon Heart,"The score of 85 reflects strong points in flavor mastery, uniqueness, and exceptional consistency, balanced against minor deductions for ingredient consistency (fat content) and mixed value for money, with no sponsorship influencing the evaluation.","Kimdulle Sundaeguk Sangam Main Branch offers a uniquely comforting sundae-guk, distinguished by its savory dried radish greens and consistently rich broth. While the value for some dishes could improve and the meat occasionally too fatty, its loyal following speaks volumes about its enduring quality.","김둘레순대국 상암본점은 시래기를 넣은 독특한 순대국으로 깊고 구수한 맛을 꾸준히 유지하고 있습니다. 일부 메뉴의 가성비와 고기 품질에 아쉬움이 있지만, 변함없는 국물 맛으로 단골들의 발길이 끊이지 않는 곳입니다.",http://place.map.kakao.com/1636089503,37.5818407793787,126.889426852181,"The reviews are overwhelmingly positive, praising the rich and flavorful stew, the variety of side dishes, and the overall dining experience. The staff is mentioned as helpful, and the environment is clean. The reviews indicate a solid dining experience despite minor nitpicks like the potential for leftovers.",Yes,"The reviews are enthusiastic and cover multiple aspects of the dining experience, which aligns with the AI score of 85/100. There are no contradictions or complaints that would justify a lower score.",False,False,,,,"Kimdulle Sundaeguk Sangam Main Branch is celebrated for its uniquely comforting sundae-guk, distinguished by savory dried radish greens and a consistently rich broth. This mastery of flavor and exceptional consistency have earned it a loyal following, cementing its reputation for enduring quality.",김둘레순대국 상암본점은 구수한 시래기와 한결같이 진한 육수로 독특한 편안함을 선사하는 순대국으로 정평이 나 있습니다. 맛의 탁월함과 뛰어난 일관성 덕분에 오랜 시간 충성도 높은 단골들의 사랑을 받아왔습니다.
상암동,순대국,큰맘할매순대국 상암점,89,2 Neon Hearts,"The score of 89 reflects excellent ingredient quality, masterful flavor balance, strong value for money, and consistent customer satisfaction, with a solid showing in chef's personality.","This establishment offers a remarkably clean and flavorful sundae-guk, distinguished by its premium ingredients and thoughtful culinary execution. It stands out as an exceptional neighborhood staple, consistently delivering quality and value.","이 식당은 최상급 재료와 세심한 조리 기술로 깨끗하고 깊은 맛의 순대국을 선보입니다. 꾸준한 품질과 훌륭한 가치를 제공하며, 지역의 뛰어난 맛집으로 자리매김했습니다.",http://place.map.kakao.com/1493148680,37.5763607911227,126.895193691638,"The reviews are overwhelmingly positive, praising the quality of the meat, the care with which the ingredients are prepared, the cleanliness of the establishment, and the helpful staff. The customers express a desire to return, which indicates a high level of satisfaction. Despite some minor criticisms (e.g., the food could be even more flavorful), the overall tone is very positive and enthusiastic.",Yes,"The reviews contain no significant criticisms of the food quality or service, and the customers' desire to return is a strong indicator of satisfaction. The minor criticisms do not outweigh the positive feedback.",False,False,,,,"큰맘할매순대국 상암점 stands out as an exceptional neighborhood staple, celebrated for its remarkably clean and flavorful sundae-guk. Distinguished by premium ingredients and thoughtful culinary execution, it consistently delivers a masterful flavor balance and excellent quality.",큰맘할매순대국 상암점은 놀랍도록 깔끔하고 깊은 맛의 순대국으로 상암동의 특별한 동네 명소로 자리매김했습니다. 엄선된 고급 재료와 세심한 조리법으로 완성된 이곳의 순대국은 뛰어난 품질과 완벽한 맛의 균형을 꾸준히 선사합니다.
상암동,순대국,도시해장국,98,3 Neon Hearts,"The perfect score reflects exceptional quality in ingredients, masterful technique, unique chef personality, outstanding value, and proven consistency, with no deductions applied due to a low sponsored ratio. [Score capped at 98: perfect 100/100 scores are not credible and indicate AI overscoring.]","도시해장국 is a culinary masterpiece, delivering an unparalleled 순대국 experience with its pristine ingredients and profound flavors. The owner's passion and unwavering consistency elevate this establishment to a destination-worthy status.",도시해장국은 최상급 재료와 깊이 있는 맛으로 순대국 미학의 정점을 보여줍니다. 사장님의 열정과 변함없는 일관성은 이 식당을 미식의 성지로 만들기에 충분합니다.,http://place.map.kakao.com/1538374271,37.5801309037504,126.888691247444,"The reviews are overwhelmingly positive, praising the taste, portion sizes, and service. Customers appreciate the variety of dishes and enjoy the restaurant's offerings, even during peak hours. There are no complaints or negative remarks.",Yes,"The AI score is 100/100, matching the positive feedback provided in the customer receipts. The comments indicate that customers enjoyed the food, portion sizes, and service, and even noted that they shared positive experiences with others.",False,False,,,,"도시해장국 delivers an unparalleled 순대국 experience, celebrated for its pristine ingredients and profound flavors, crafted with masterful technique. The owner's passion and unwavering consistency elevate this culinary masterpiece to a truly destination-worthy spot, offering outstanding value.","도시해장국은 최상급 재료와 깊이 있는 풍미, 그리고 숙련된 기술로 비할 데 없는 순대국 경험을 선사합니다. 주인의 열정과 변함없는 일관성이 이 요리의 걸작을 뛰어난 가치를 지닌, 꼭 찾아가야 할 명소로 만듭니다."
삼청동,순대국,권사부순대국,85,1 Neon Heart,"The score of 85 reflects strong performance in ingredient quality, value for money, and consistency, but is tempered by a less distinctive culinary personality and minor variations in flavor balance.","Kwon Sabu Sundaeguk offers a robust experience with undeniably fresh ingredients and exceptional value, especially given its prime location. While the broth is rich and the consistency laudable, the culinary personality and unique chef's touch remain somewhat elusive.","권사부순대국은 신선한 재료와 삼청동이라는 위치를 고려할 때 탁월한 가성비를 자랑하는 든든한 순대국을 선사합니다. 국물은 진하고 일관성도 훌륭하지만, 요리사의 개성이나 특별한 독창성은 다소 부족합니다.",http://place.map.kakao.com/1284798953,37.586962055569,126.982473380643,"The reviews highlight the positive aspects such as the delicious and plentiful soup, the large portion size, and the tender bone soup. The customers seem to enjoy the restaurant despite its popularity, indicating a good dining experience overall. There are no significant criticisms or contradictions to the AI score.",Yes,"The positive reviews align with the AI score of 85/100, suggesting that the restaurant delivers on its promises of a tasty and generous meal. The AI score and customer reviews both indicate that the restaurant meets or exceeds the expectations set by its offerings.",False,False,,,,"Kwon Sabu Sundaeguk in Samcheongdong offers a robust experience, distinguished by its undeniably fresh ingredients and exceptional value. Diners will appreciate the rich broth and laudable consistency, making it a reliable choice for quality sundae-guk.",삼청동의 권사부순대국은 신선한 재료와 탁월한 가치를 자랑하며 든든한 경험을 선사합니다. 풍부한 육수와 훌륭한 일관성은 이곳을 믿을 수 있는 순대국 맛집으로 만듭니다.
신당동,순대국,화순식당,99,3 Neon Hearts,"The score reflects exceptional ingredient quality, masterful flavor profiles, a unique and engaging chef personality, outstanding value, and proven long-term consistency, with no sponsorship influence.","Hwasun Sikdang delivers an authentic, soul-satisfying experience with its generous portions and deeply flavored dishes, all served with the warm hospitality of a seasoned proprietor. This venerable establishment consistently proves why it remains a cherished destination for traditional Korean comfort food.","화순식당은 푸짐한 인심과 깊은 맛의 요리로 진정성 있고 만족스러운 경험을 선사하며, 노련한 사장님의 따뜻한 환대가 더해집니다. 이 유서 깊은 식당은 전통 한식의 소중한 목적지로 꾸준히 그 명성을 증명합니다.",http://place.map.kakao.com/20196563,37.5642397916545,127.010671238158,"The reviews are overwhelmingly positive, praising the food quality, the staff's friendliness, and the overall experience. Despite minor details like the need for better spacing, the restaurant's performance is excellent.",Yes,"The reviews indicate high satisfaction with the food and service, with no significant criticisms. The AI score of 99/100 aligns well with the positive feedback received.",False,False,,,,"화순식당 is a venerable Sindang-dong establishment, cherished for its authentic, soul-satisfying traditional Korean comfort food. Guests consistently enjoy deeply flavored dishes, crafted from exceptional ingredients and served in generous portions, all delivered with the warm hospitality of its seasoned proprietor.",신당동의 유서 깊은 화순식당은 진정성 있고 영혼을 만족시키는 전통 한식으로 깊이 사랑받는 곳입니다. 뛰어난 재료로 깊은 풍미를 낸 푸짐한 음식을 노련한 주인장의 따뜻한 환대와 함께 꾸준히 즐길 수 있습니다.
신당동,순대국,소문난순대집,94,2 Neon Hearts,"The score reflects high marks across all criteria, particularly for the chef's unique personality and dedication, and is not penalized by a low sponsored ratio.","소문난순대집 offers a deeply personal and expertly crafted 순대국, distinguished by a chef's unique story and 30 years of dedication. While the availability of their signature sundae can be a minor challenge, the overall experience is one of exceptional quality and value.","소문난순대집은 셰프의 독특한 이야기와 30년간의 헌신이 돋보이는, 깊이 있고 전문적으로 만들어진 순대국을 선보입니다. 시그니처 순대의 재료 소진이 가끔 아쉽지만, 전반적으로 뛰어난 품질과 가치를 제공합니다.",http://place.map.kakao.com/27552091,37.5643647556029,127.019785060872,"The reviews are overwhelmingly positive, praising the taste of the dishes and the restaurant's popularity. The reviews indicate that the food is delicious and the restaurant is well-known for its tasty dishes.",Yes,"The reviews do not contain any negative comments or criticisms about the food quality or service. The restaurant is praised for its delicious dishes and popularity, which aligns with the AI score of 94/100.",False,False,,,,"At 소문난순대집, experience a deeply personal and expertly crafted 순대국, a testament to the chef's unique story and 30 years of dedication. While their signature sundae can be elusive, the overall experience promises exceptional quality and value.","소문난순대집에서는 셰프의 특별한 이야기와 30년간의 헌신이 담긴, 깊이 있고 전문적으로 만들어진 순대국을 경험할 수 있습니다. 시그니처 순대는 때때로 만나기 어려울 수 있지만, 전반적으로 뛰어난 품질과 가치를 선사합니다."
